891; Dramatic Reversal;Isochron Scepter
940; Emry, Lurker of the Loch;Mirran Spy;Lotus Petal
941; Emry, Lurker of the Loch;Mirran Spy;Mishra's Bauble
942; Emry, Lurker of the Loch;Mirran Spy;Urza's Bauble
891; Dramatic Reversal;Isochron Scepter
2178; Paradigm Shift;Laboratory Maniac
2179; Paradigm Shift;Thassa's Oracle
6485; Sigil Tracer;Dramatic Reversal
3207; Rings of Brighthearth;Basalt Monolith
3728; Uba Mask;Drannith Magistrate
4671; Basalt Monolith;Rings of Brighthearth;Sensei's Divining Top
832; Demonic Consultation;Laboratory Maniac
833; Demonic Consultation;Thassa's Oracle
3516; Tainted Pact;Laboratory Maniac
3517; Tainted Pact;Thassa's Oracle
10062; Doomsday;Thassa's Oracle;Bolas's Citadel
10065; Doomsday;Thassa's Oracle
908; Dualcaster Mage;Twinflame
3744; Underworld Breach;Grinding Station;Mana Crypt
3745; Underworld Breach;Lion's Eye Diamond;Wheel of Fortune
901; Dualcaster Mage;Heat Shimmer
908; Dualcaster Mage;Twinflame
1338; Grinning Ignus;Runaway Steam-Kin;Grapeshot
3745; Underworld Breach;Lion's Eye Diamond;Wheel of Fortune
5643; Grinning Ignus;Runaway Steam-Kin
6770; Treasonous Ogre;Aetherflux Reservoir;Grinning Ignus
1680; Kiki-Jiki, Mirror Breaker;Deceiver Exarch
1687; Kiki-Jiki, Mirror Breaker;Felidar Guardian
7340; Emiel the Blessed;Dockside Extortionist
5051; Ashaya, Soul of the Wild;Quirion Ranger;Priest of Titania
5071; Ashaya, Soul of the Wild;Quirion Ranger;Lotus Cobra
5072; Ashaya, Soul of the Wild;Quirion Ranger;Thousand-Year Elixir
6454; Ashaya, Soul of the Wild;Scryb Ranger;Priest of Titania
11376; Ashaya, Soul of the Wild;Quirion Ranger
833; Demonic Consultation;Thassa's Oracle
3517; Tainted Pact;Thassa's Oracle
4743; Najeela, the Blade-Blossom;Derevi, Empyrial Tactician
5037; Ashaya, Soul of the Wild;Argothian Elder
5051; Ashaya, Soul of the Wild;Quirion Ranger;Priest of Titania
6454; Ashaya, Soul of the Wild;Scryb Ranger;Priest of Titania
11376; Ashaya, Soul of the Wild;Quirion Ranger
831; Demonic Consultation;Jace, Wielder of Mysteries
833; Demonic Consultation;Thassa's Oracle
891; Dramatic Reversal;Isochron Scepter
3515; Tainted Pact;Jace, Wielder of Mysteries
3517; Tainted Pact;Thassa's Oracle
833; Demonic Consultation;Thassa's Oracle
3517; Tainted Pact;Thassa's Oracle
4291; Underworld Breach;Lion's Eye Diamond;Brain Freeze
6342; Hermit Druid;Thassa's Oracle
6503; Cephalid Illusionist;Lightning Greaves
3304; Shrieking Drake;Earthcraft
5051; Ashaya, Soul of the Wild;Quirion Ranger;Priest of Titania
5071; Ashaya, Soul of the Wild;Quirion Ranger;Lotus Cobra
6454; Ashaya, Soul of the Wild;Scryb Ranger;Priest of Titania
11376; Ashaya, Soul of the Wild;Quirion Ranger
832; Demonic Consultation;Laboratory Maniac
833; Demonic Consultation;Thassa's Oracle
3516; Tainted Pact;Laboratory Maniac
3517; Tainted Pact;Thassa's Oracle
3799; Sacred Guide;Thassa's Oracle
3993; Divining Witch;Thassa's Oracle
6342; Hermit Druid;Thassa's Oracle
6344; Hermit Druid;Laboratory Maniac
7174; Sacred Guide;Laboratory Maniac
833; Demonic Consultation;Thassa's Oracle
3517; Tainted Pact;Thassa's Oracle
4291; Underworld Breach;Lion's Eye Diamond;Brain Freeze
833; Demonic Consultation;Thassa's Oracle
3517; Tainted Pact;Thassa's Oracle
3745; Underworld Breach;Lion's Eye Diamond;Wheel of Fortune
4291; Underworld Breach;Lion's Eye Diamond;Brain Freeze
5051; Ashaya, Soul of the Wild;Quirion Ranger;Priest of Titania
5071; Ashaya, Soul of the Wild;Quirion Ranger;Lotus Cobra
11376; Ashaya, Soul of the Wild;Quirion Ranger
4197; Naru Meha, Master Wizard;Ghostly Flicker
4201; Naru Meha, Master Wizard;Illusionist's Stratagem
4245; Naru Meha, Master Wizard;Ghostly Flicker;Sunscorched Desert
4902; Naru Meha, Master Wizard;Essence Flux
451; Basalt Monolith;Nyxbloom Ancient
1324; Grim Monolith;Nyxbloom Ancient
1725; Kinnan, Bonder Prodigy;Basalt Monolith
9996; Hullbreaker Horror;Mana Crypt;Lotus Petal
1795; Leonin Relic-Warder;Animate Dead;Goblin Bombardment
1805; Leonin Relic-Warder;Necromancy;Goblin Bombardment
891; Dramatic Reversal;Isochron Scepter
1370; Heliod, Sun-Crowned;Walking Ballista
2342; Rest in Peace;Helm of Obedience
3207; Rings of Brighthearth;Basalt Monolith
4671; Basalt Monolith;Rings of Brighthearth;Sensei's Divining Top
6825; Nexus of Fate;Isochron Scepter;Mystical Tutor
8052; Power Artifact;Grim Monolith
8053; Power Artifact;Basalt Monolith
832; Demonic Consultation;Laboratory Maniac
833; Demonic Consultation;Thassa's Oracle
3516; Tainted Pact;Laboratory Maniac
3517; Tainted Pact;Thassa's Oracle
10065; Doomsday;Thassa's Oracle
7357; Kodama of the East Tree;Meloku the Clouded Mirror
8602; Kodama of the East Tree;Field of the Dead;Simic Growth Chamber
8603; Kodama of the East Tree;Field of the Dead;Oboro, Palace in the Clouds
1795; Leonin Relic-Warder;Animate Dead;Goblin Bombardment
1800; Leonin Relic-Warder;Dance of the Dead;Goblin Bombardment
1805; Leonin Relic-Warder;Necromancy;Goblin Bombardment
1641; Karametra's Acolyte;Temur Sabertooth;Concordant Crossroads
4547; Argothian Elder;Wirewood Lodge;Gaea's Cradle
4548; Argothian Elder;Wirewood Lodge;Nykthos, Shrine to Nyx
5037; Ashaya, Soul of the Wild;Argothian Elder
5051; Ashaya, Soul of the Wild;Quirion Ranger;Priest of Titania
5052; Ashaya, Soul of the Wild;Quirion Ranger;Karametra's Acolyte
5071; Ashaya, Soul of the Wild;Quirion Ranger;Lotus Cobra
6451; Ashaya, Soul of the Wild;Scryb Ranger;Karametra's Acolyte
6454; Ashaya, Soul of the Wild;Scryb Ranger;Priest of Titania
6455; Ashaya, Soul of the Wild;Scryb Ranger;Shaman of Forgotten Ways
11376; Ashaya, Soul of the Wild;Quirion Ranger
851; Dockside Extortionist;Barrin, Master Wizard
852; Dockside Extortionist;Chain of Vapor;Lore Drakkis
891; Dramatic Reversal;Isochron Scepter
3745; Underworld Breach;Lion's Eye Diamond;Wheel of Fortune
4291; Underworld Breach;Lion's Eye Diamond;Brain Freeze
831; Demonic Consultation;Jace, Wielder of Mysteries
832; Demonic Consultation;Laboratory Maniac
833; Demonic Consultation;Thassa's Oracle
3515; Tainted Pact;Jace, Wielder of Mysteries
3516; Tainted Pact;Laboratory Maniac
3517; Tainted Pact;Thassa's Oracle
1642; Karametra's Acolyte;Temur Sabertooth;Thousand-Year Elixir
2293; Quirion Ranger;Elvish Pioneer;Cloudstone Curio
5037; Ashaya, Soul of the Wild;Argothian Elder
5051; Ashaya, Soul of the Wild;Quirion Ranger;Priest of Titania
5052; Ashaya, Soul of the Wild;Quirion Ranger;Karametra's Acolyte
5072; Ashaya, Soul of the Wild;Quirion Ranger;Thousand-Year Elixir
6451; Ashaya, Soul of the Wild;Scryb Ranger;Karametra's Acolyte
6454; Ashaya, Soul of the Wild;Scryb Ranger;Priest of Titania
11253; Shrieking Drake;Chakram Retriever
11376; Ashaya, Soul of the Wild;Quirion Ranger
52; Animate Dead;Worldgorger Dragon
53; Animate Dead;Worldgorger Dragon
818; Dance of the Dead;Worldgorger Dragon;Kroxa, Titan of Death's Hunger
819; Dance of the Dead;Worldgorger Dragon
853; Dockside Extortionist;Cloudstone Curio
901; Dualcaster Mage;Heat Shimmer
908; Dualcaster Mage;Twinflame
2032; Necromancy;Worldgorger Dragon;Kroxa, Titan of Death's Hunger
2033; Necromancy;Worldgorger Dragon
3744; Underworld Breach;Grinding Station;Mana Crypt
3745; Underworld Breach;Lion's Eye Diamond;Wheel of Fortune
1998; Mystic Forge;Sensei's Divining Top;Foundry Inspector
3562; Teshar, Ancestor's Apostle;Lotus Petal;Salvage Scout
3573; Teshar, Ancestor's Apostle;Salvager of Ruin;Lotus Petal
3574; Teshar, Ancestor's Apostle;Salvager of Ruin;Mishra's Bauble
8576; Professor Onyx;Chain of Smog
